GivenName	Surname	Birthday	uid
Pamela	Friesen	12/13/1952	1501
George	Ware	5/21/1968	87
David	Mitchell	10/4/1985	1770
Mary	Hernandez	7/27/1980	13
James	Bennett	12/4/1950	560
Elmer	Jackson	1/6/1950	1744
Erika	Foster	3/21/1982	863
Brian	Martin	10/15/1940	1023
Edward	Hunt	7/25/1957	35
Randall	Davis	6/6/1992	1459
James	Tolbert	10/6/1961	244
Jessica	Mitchell	9/6/1944	1389
Candice	Blatt	3/20/1975	629
Daniel	Williamson	11/26/1999	858
Daniel	Bradford	10/15/1992	267
Paul	McBride	10/4/1984	1341
Keith	Castro	3/30/1958	456
Kyle	Stevens	9/17/1985	1864
Kevin	Rivera	3/29/1943	965
John	Humphrey	8/22/2004	1925
Merle	Hurley	12/6/1968	657
Angela	Schultz	11/1/1993	959
Joshua	Ross	5/28/1961	162
William	Mayweather	4/14/2000	307
Michael	Simonsen	10/16/1995	299
Jeanette	Weaver	5/2/1963	1458
Georgina	Barton	8/10/1958	1344
Sonia	Wilson	1/29/1953	792
Willie	Hunt	7/10/1982	209
Clark	Tart	12/20/1982	96
Rhonda	Miller	9/18/1997	356
Margaret	Perez	2/17/1981	206
Irene	Oddo	7/14/1981	1275
Karen	Wagner	4/18/1946	453
Richard	Steinmetz	1/23/1972	1385
Ian	Dixon	3/1/1992	1230
Sonya	Collins	8/16/1966	1034
Anna	Parker	7/10/1941	1668
Helen	McKay	12/1/1950	802
Al	McGrath	12/27/1960	1829
Willis	Ragland	4/15/1991	857
David	Pridmore	3/14/1944	1938
Catherine	Ransom	4/3/1991	207
James	Champagne	11/12/1946	1290
Mae	Hewitt	5/8/1970	52
Adam	Corbitt	6/3/1981	1818
Brenda	Cavalier	7/23/1977	1316
Ryan	Snyder	3/31/1987	1657
Donald	Gilliam	7/14/1992	874
Julia	Edwards	2/3/1953	427
Angel	Smith	12/1/1955	265
Yolanda	Smith	4/24/1984	294
Stacey	Hawkins	4/5/1946	491
Lona	Sharp	10/30/2002	497
Leonard	Rollison	9/7/1961	1080
Russ	Ortiz	8/14/1955	742
Jeffrey	Grace	5/4/1942	381
Kirsten	Wilkes	12/19/1988	964
Kevin	Alfaro	5/13/1949	675
Fred	Cecil	9/19/1954	422
Elizabeth	Miller	1/20/1972	1083
Debora	Cooley	8/29/1956	1386
Cassandra	Clark	5/12/1953	266
Goldie	Blair	9/10/1974	587
Casandra	Shelton	12/3/1954	368
Mary	Giardina	7/21/1976	1315
Amy	Hart	12/24/1956	563
Linda	Martinez	7/31/1943	978
Jamie	Matheson	11/6/1939	1793
Frances	Mahood	7/23/1939	687
Sarah	Shaffer	8/16/1966	1632
Ann	Roberts	3/5/1981	1441
Beatrice	Huffman	4/16/2002	1161
Karen	Peavey	1/2/1977	1572
Kenneth	May	11/8/1959	1309
Zachary	Hamilton	4/25/1970	1046
Raymond	Roy	11/24/1971	232
William	Addison	1/22/1989	1507
Amber	Oxley	3/9/1965	1701
James	Kovach	2/3/1984	269
Martin	Jackson	11/18/1989	386
Leona	Coleman	2/18/2001	1308
Marie	Molinari	1/4/1978	1282
Prudence	Lyons	6/5/1987	1505
Tim	Foster	7/20/1959	1067
Dorothy	Santiago	2/18/1945	1969
Sarah	Hough	3/27/1939	1070
Tracey	Holland	10/31/1967	1466
Heather	Hord	8/4/1981	1536
Willie	Oliver	6/5/1945	1136
Nancy	Hewitt	2/17/1982	1093
Larry	Williams	2/15/1957	292
Emily	Poole	11/5/1950	1203
Jay	Mata	6/17/1955	1642
Maryann	Jones	2/10/1971	1520
Donna	Smith	12/24/1943	276
Lola	Turner	12/16/1975	1359
Jarrod	Bankhead	8/7/1992	119
Susan	Rivera	2/27/1963	878
Elaine	Hill	1/29/1970	1931
James	Jones	11/28/1986	218
Margaret	Fuson	7/30/1991	1365
John	Burns	6/22/1979	1182
Lillian	Randolph	12/26/1958	378
Chris	Dudley	7/1/2005	779
Jennifer	McCollum	10/12/1980	90
Martin	Fields	9/6/1996	574
Malinda	Sanders	12/22/1950	946
James	Holland	7/2/1961	140
Catherine	Adams	8/26/1967	603
Maria	Kirksey	7/19/1964	885
Kathleen	Clark	9/21/1949	950
Donald	Kincheloe	11/30/1962	1560
Ian	Haar	7/12/1975	1031
Betty	Williams	4/2/1945	281
Edward	Romero	7/15/1946	1823
Phillip	Wood	9/11/1943	898
Leona	Hall	10/8/1992	1901
Kenneth	Roundtree	12/31/1956	661
Shawn	Maynard	11/6/1953	382
Florence	Rios	2/16/1965	323
David	Allen	4/13/1994	597
Robert	Sams	6/7/1984	830
Briana	Barron	10/17/1967	1469
Florence	Brown	7/19/1956	66
Ann	Marcello	9/6/1958	142
Jeannine	Moe	11/24/1983	938
Maria	Shingleton	11/2/1944	1699
Mary	Randolph	11/15/1990	1856
Robert	Hardwick	10/13/1974	341
Bethany	Powell	6/17/1998	0
David	Humphries	5/12/1997	521
Shea	Yetter	1/24/1948	1058
Audrey	Herrera	9/13/2000	860
Christine	Benson	5/13/2004	226
Dale	Coker	10/7/1990	664
Fred	Whalen	11/21/1952	902
Brian	Portwood	7/9/1974	133
Roy	Mott	12/20/1967	17
Cristal	Evans	1/5/1982	1794
Gregory	Garrett	11/13/1964	727
Melanie	Young	7/6/1986	1616
Larry	Coleman	6/18/1946	1509
Gail	James	8/5/2003	1909
Hannah	Lowery	5/26/1987	351
Armando	Gardner	11/20/1967	1301
Mike	Nelson	11/12/1979	1113
Clifton	Gonzalez	8/4/1943	313
Betty	Leon	12/3/1988	1360
Linda	Foster	12/12/1950	1214
Richard	King	6/23/1994	1012
Don	Wagner	9/7/1957	1148
Erin	Eiland	2/23/1941	941
Minnie	Gonzalez	2/26/1994	1185
Lydia	Gentry	9/18/1960	715
Liza	Scroggins	12/31/1983	1649
Peggy	Adams	5/3/1958	363
Jess	Vereen	10/27/1998	1787
Jose	Campbell	5/26/1976	1310
Florence	Hansen	8/5/1940	1671
Olive	Serrano	4/24/1946	1553
Tracy	Witham	6/20/1980	852
Laura	Edwards	12/3/1945	807
James	Schultz	7/20/1964	772
Robert	McLellan	8/7/1961	1302
Pamela	Padgett	11/28/1940	208
Jesus	Williams	8/26/1982	1783
Carl	Yeoman	6/28/2001	1643
Ross	Barnes	2/23/1999	24
James	Wilhelm	11/6/1945	1726
Richard	Morales	1/17/1940	102
Lane	Calvert	4/13/1963	249
Elisabeth	Garcia	7/31/1961	944
Charles	Hoyle	4/25/1989	932
Kathryn	Pierce	3/1/1998	1002
Milton	Echols	3/14/1981	1852
Carol	Brown	12/11/1970	1618
Mildred	Bond	4/29/1987	25
Albert	Bishop	1/8/1979	716
Shane	Lai	2/13/1969	849
Ross	Quarles	5/18/1944	462
Elisa	Wilson	6/30/1987	737
Stacey	Larsen	7/21/1991	492
Donald	Beamer	6/21/1962	1861
William	Lattimore	5/24/2001	977
Alfonso	Faulkner	6/18/1966	8
Sherry	Murphy	3/11/1987	1323
John	Mitzel	4/20/1996	790
Herman	Fox	3/8/1943	1218
Joe	Stickley	12/25/1995	1240
Margret	Session	8/8/1992	130
Verla	Myricks	3/11/1958	270
Larry	Hagar	4/20/1975	1060
Edwin	Akers	12/17/2001	683
Michael	Campbell	5/11/2002	1483
Johnny	Chenault	2/18/2005	1912
Michelle	Johnson	4/14/1998	1088
Annie	Weir	5/8/2001	1879
John	Watts	10/6/1976	886
Dan	Stewart	2/28/1955	837
James	Jones	8/29/1967	566
Christy	Kellogg	6/9/1986	988
Michael	Brooks	7/18/1955	1461
Judith	Labbe	6/2/1954	1480
Bryan	Boyd	1/1/1947	674
Ivan	Morris	8/23/1986	355
Lyle	Gillen	3/15/1957	391
Stephanie	Hall	2/17/1945	340
Jennifer	Albers	10/2/1972	685
Charles	Hawkins	11/30/1990	380
Joan	McDonald	5/2/1949	793
