GivenName	Surname	Birthday	uid
Ruby	Cox	5/3/1955	21803
Alexander	Moore	5/11/1992	71626
Maryann	Rogers	6/9/1938	10300
Daniel	France	4/7/1992	45293
Martha	Beatty	9/25/1963	744
Gary	Emerson	7/30/1980	70458
Nicole	Stack	5/30/1970	11772
Brain	Edwards	2/14/1990	85179
Raye	Thompson	7/23/1999	60309
Sonja	Harris	4/23/1964	90101
Rosaura	Ramirez	4/1/1988	60584
Doris	Adams	12/6/1945	53529
Alberta	Northup	3/10/1944	90548
Norma	Smith	1/30/1975	92923
Jeffrey	Peel	9/6/1944	90913
Paul	Stephen	7/13/1966	75399
Sandra	Vaughn	5/24/1955	45158
Joseph	Jordan	1/7/1999	12341
Kristen	Smith	5/23/1997	10399
Peter	Seaton	4/19/1977	22410
Olga	Alvarez	6/5/1957	54788
David	Boivin	8/22/1974	98654
Susan	Presley	11/19/1956	84151
Angela	Holmes	8/1/1943	36616
Priscilla	Goins	9/4/1946	5292
William	Mullins	10/22/1959	27649
Robert	Benson	11/12/1998	93884
Ruben	Langley	6/25/1968	8540
Homer	Daniel	1/31/1942	168
Norman	Bates	11/29/1939	54461
Patrick	Lee	11/17/1978	95687
Kevin	Ballard	12/19/1955	21196
Craig	Strong	2/24/1939	49837
Henry	Guido	7/20/1953	33306
Jose	Miller	12/6/1958	82776
Robin	Martinez	12/10/1995	73301
Marilyn	Hine	12/22/1986	38957
Paul	Applebaum	4/9/1940	12426
Veronica	Ackerman	8/8/1954	33281
Diane	Groom	5/13/1992	37607
Theodore	Robinson	10/16/1952	55350
Mary	Strope	4/19/1940	1102
Tiffany	Wright	5/27/1974	57983
Angela	Mullen	11/11/1943	40100
Anne	Smith	7/18/1999	55697
George	Clark	5/2/1965	98128
Joel	Johnson	1/26/1943	45385
Joseph	Jordan	11/8/1946	66691
Irene	Bradley	11/15/1955	19338
Jeff	Lopez	1/11/1991	53004
Nancy	Jones	4/12/1978	7650
John	Popp	11/8/1958	1116
Paul	Quinn	6/9/1962	12438
Charles	Clark	6/10/1994	16674
Darlene	Carr	6/17/1976	64823
Thomas	Smith	6/9/1951	73740
Roberto	Davis	3/12/1957	49992
Edna	Parker	3/31/1947	16071
Lee	Hampton	4/13/1941	37452
Annmarie	Henson	9/24/1953	68227
Brian	Berry	12/30/1966	92774
Ryan	Hicks	8/7/2000	97762
Delbert	Womack	10/13/1963	67210
Patricia	Rojas	10/24/1989	90455
Jason	Taylor	11/10/1998	40849
Ronald	Theiss	5/20/1951	18378
Chris	Fry	6/29/1988	49136
Paul	Dawson	9/28/2003	88997
Lonnie	Orr	4/20/2001	10518
Ronald	Cherry	9/16/1974	78132
Sara	Turpen	3/26/1995	38260
Gloria	Welch	4/19/2003	18442
Robert	Jones	2/25/1952	34680
Willie	Zajicek	2/14/1966	82040
Teresa	Niven	11/2/1988	87112
Brenda	Farnsworth	8/8/1943	2421
John	McClain	3/31/1990	34381
Melissa	Herold	6/24/1948	78043
Carol	Maxwell	11/10/1972	64715
Rosie	Valladares	8/3/1996	89618
Vicki	Lint	6/19/1982	85321
John	Faulk	12/5/1998	45044
Carolann	Eastman	1/21/1938	25134
Linda	Espinoza	2/19/1999	61677
Leola	Dix	4/17/1959	17794
Olga	Walters	7/7/1985	30176
Joshua	Johnson	12/25/1945	61235
Elisa	Racine	10/3/1953	84069
Raymond	Saunders	9/29/1971	35463
Randy	Barnette	2/27/1988	85992
Dennise	Gary	9/5/1937	63913
Clyde	Martin	8/31/1975	80044
Jerry	Hudson	12/26/1960	13626
Ron	Hansel	1/15/1942	44189
Norma	Moncada	9/30/1994	24737
Janet	Horton	12/27/1996	27282
Lloyd	Powell	7/3/1945	82228
Roger	Ortiz	5/26/1962	50551
Louis	Kimball	1/22/1993	72657
Guy	Burrows	1/6/2002	19907
Emily	Merideth	9/11/1994	82522
Heidi	Ryan	12/14/1974	71990
Andres	Rhea	11/2/1942	79913
Kelly	Hall	3/18/1969	7147
Jerrell	Jimenez	6/23/1998	8371
Janet	Cortez	11/4/1961	42626
Virginia	Cook	12/5/1989	63109
Ann	Ryals	7/28/2003	49782
Owen	Miller	2/4/1976	36744
Israel	Curran	8/27/1948	58223
Frank	Moir	8/11/1958	84444
Amanda	Brown	2/28/1997	12186
Stephen	Peterson	10/9/1976	72359
Brandi	Miller	3/25/1951	39217
Todd	Luciano	10/3/1964	23394
Elmer	Anwar	2/1/1947	82011
Benjamin	Clark	8/11/1937	58126
Zoila	Daily	7/23/1999	97649
Amy	Moye	1/13/1971	43065
Tonya	Shatzer	7/25/1964	31258
Jean	Batchelor	2/24/2003	99797
Marvin	Maxwell	3/28/1995	59439
Bradley	Coates	1/18/1948	37085
Daniel	Rickett	9/20/1983	75614
Phillip	Greene	6/11/1963	16416
Tina	Greene	12/19/1942	83954
Michael	Jackson	9/11/1951	58319
Camille	Waddell	6/2/1940	33998
Earl	Douglass	9/14/1954	17237
Gerald	Morris	2/28/1971	3197
Melanie	Petties	1/12/1966	5257
Irene	Connell	11/17/1989	67915
Ruth	Pietrzak	2/9/1965	32131
Sidney	Gaylord	10/23/1944	82123
Frances	Klingensmith	4/22/2000	64129
Daniel	Munos	4/27/1983	30099
Santana	Olson	5/14/1975	40334
Angela	Lee	2/9/1973	69631
Nicole	Smith	1/19/1963	55268
David	Ford	5/30/1963	83485
Rhonda	King	5/8/1953	38374
Gus	Allan	8/1/1950	65600
Lisa	Cannon	11/14/1949	5506
Salvador	Williams	10/21/1964	51162
Virginia	Loden	4/5/1997	54985
Julie	Hawkins	10/25/1937	94408
Lisa	Peterson	8/27/1958	27833
Fred	Merrill	1/6/1990	12053
Tiffany	Rester	12/11/1988	77668
Kevin	Clowers	2/3/1956	47434
Myrtle	McCord	10/6/1979	49757
Noemi	Krause	5/3/1952	48222
Jose	Donaldson	10/2/1981	53523
Maynard	Reynolds	3/4/1951	71170
Robert	Terry	9/16/1990	62926
Alvin	Mathieu	9/14/1963	54971
Shani	Chavez	5/25/1976	54146
Marilyn	Colon	8/14/1985	6750
Charles	Carothers	11/2/1976	99927
Ella	Michel	7/13/2001	51577
Sam	Abernathy	3/9/1956	62816
Ruth	Phelps	7/23/1940	88306
Annette	Oshea	6/8/1954	94513
Patrick	Taylor	10/31/1979	83259
Victoria	Hunter	2/9/1963	69345
Anthony	Jenson	6/10/1978	1291
Celestine	Burns	11/5/1968	21394
Donald	Ali	3/1/1986	93950
Ariana	Mayo	1/10/1979	99539
Harold	Morgan	3/1/1962	14401
Ruby	Paul	2/13/1953	15653
Joseph	Vance	2/21/1969	25947
James	Lopez	7/20/2003	26773
Dalila	Johnson	12/27/1990	44156
Rodney	Warren	9/1/1982	98374
Aaron	Lawrence	10/15/1987	50517
Barbara	Byrd	8/30/1985	50380
Kay	Cook	5/2/1954	90080
Lilia	Beck	10/16/1975	15819
Nathan	Johnson	11/9/1959	83571
Ruth	Anderson	7/20/1995	29870
Rebekah	Archer	4/24/1987	86247
Jordon	Cheung	8/3/1937	78364
Lisa	Lark	11/23/1984	99519
Gary	Fitzpatrick	1/20/1959	14344
Dolores	Roberson	12/15/2000	57266
Helen	Nieves	11/12/1950	88234
Eric	Coello	7/26/1968	55496
Larry	Monzo	2/26/1953	24680
Ashley	Williamson	12/28/1965	39265
Shannon	Turner	9/29/1969	94477
Rob	Davis	7/23/1965	69340
Gary	Collier	2/18/1951	81240
Patricia	Carr	4/28/1992	46948
Anthony	Witter	12/15/1957	62366
Susie	Clark	6/13/1967	47269
Joanna	Waterbury	12/30/1997	46246
Savanna	Cochran	1/6/1941	90006
Dalton	Diaz	9/20/1971	97182
Danny	King	8/3/1963	34268
Danny	Ramirez	2/27/2001	41449
Anthony	Scott	12/20/1978	14679
Iris	Villalpando	8/27/1983	31854
Cynthia	White	2/11/1978	74190
Janet	Washington	8/10/1948	51916
Brian	Everett	11/30/1981	6199
Penny	Fitzgerald	5/7/1970	42092
Sammie	Williams	7/16/1970	66213
Emma	Thrash	11/10/1955	8292
Christy	Lewis	10/22/1995	33402
Mary	High	3/25/1990	63548
Anton	Porter	10/9/1951	78969
James	Burchfield	3/11/1970	11721
Barbara	Newsom	12/25/1983	32569
Kathern	Jones	11/5/1969	38454
Peggy	Gordon	12/3/1948	21778
Jennifer	Gallo	3/10/1982	80864
Henry	Lorenz	11/17/1956	5483
Elmer	Jackson	11/15/1981	81830
Paul	Brinkley	4/21/1987	72147
Jeanette	Collier	6/30/1990	580
Kathy	Jones	1/3/1963	46013
Donna	Gabriele	9/25/1986	7257
John	Mackinnon	12/15/1972	35489
Jane	Torres	2/11/1979	24779
Erwin	Tanner	12/16/1971	37316
Joan	Gates	12/11/1940	88884
Edith	Lowery	2/15/1953	69499
Carol	Williams	1/29/1951	16948
Glenn	Bridge	8/17/1970	12983
Sandra	Flores	10/23/1966	83305
Lydia	Delapaz	6/9/1986	41324
Alfonso	King	1/13/1941	77476
Donna	Schulz	11/10/1967	75548
Susan	Roberts	10/9/1971	80036
Elvia	Creech	2/19/1938	25432
Melissa	Grass	2/21/1951	11774
George	Martinez	8/18/1954	15611
Sally	Pugh	6/14/1975	90694
Joseph	Farnum	10/6/1955	37814
Wilbur	Wilson	7/13/1966	77344
Cherie	Carrillo	9/27/1963	18761
Jeremy	Atencio	1/8/1982	79123
Geraldine	Martinez	8/14/1938	50914
William	Faust	6/19/1990	13980
Anthony	Colon	1/11/1983	52220
Ronald	Cann	7/18/1988	96162
Thomas	Powell	10/11/1940	47194
Norman	Austin	11/27/1987	98298
Tracy	Bell	5/10/1982	40042
Samuel	Gentry	5/2/1984	60780
Mary	Gearhart	6/3/1964	54102
Sandra	Warner	3/9/2000	14284
Angela	Barnes	10/24/1948	99047
Kevin	Ryan	9/22/1945	97895
Gabriella	Edwards	1/3/1971	78243
Judy	Price	7/2/1973	69182
William	Mark	12/13/1960	81071
Joseph	Diedrich	8/7/1967	69663
Daniel	Dixon	7/4/1953	89539
Winston	Payton	11/28/1957	55607
John	Mitchell	8/31/1988	76355
Gabriel	Lopez	4/18/1943	81882
Michael	Hesse	10/19/1987	74856
Mark	Vasquez	5/12/1972	59500
Mary	Voorhees	8/11/1970	38434
Grace	Dykes	7/21/2002	50069
Juanita	Elmore	3/21/1977	17044
Jeanette	Johnson	10/11/1973	77100
Johnny	Kimbrough	10/9/1937	93947
Larry	Jones	6/18/1985	28630
Marilou	Rex	4/22/1957	38606
Tad	Lawson	6/20/1972	87858
Jason	Perez	9/23/1978	84296
Edith	Franklin	10/28/1942	5662
Alfred	Hoops	6/23/1940	54191
Susan	Thomas	6/16/2000	56904
Denise	Ruiz	8/12/1943	47818
Bonnie	Treadwell	9/10/1996	73808
Jonathan	Honore	2/25/1937	86522
Heather	Evans	6/9/1956	40588
Betty	Forester	3/16/1963	62718
Stanley	Matias	12/10/1982	18204
Angela	Sullivan	7/2/1999	82663
Christopher	Butler	5/18/1950	62112
Louis	Lee	9/20/1989	6426
Dorothy	Grace	4/22/1947	16356
Ramon	Born	10/30/1950	89419
Jose	Porter	5/9/1990	19265
Susan	Herr	8/26/1966	2611
Kimberly	Hagan	12/30/1985	24283
Loris	McCrary	1/15/1939	52953
Lisa	Harris	2/13/1983	51143
Michael	Turner	4/8/1960	12854
Laura	Broussard	8/29/1965	1853
Janice	Mead	6/12/2000	66076
Matthew	McNally	6/10/1937	1889
Ellen	Rogers	12/28/1991	14781
John	Harrison	9/8/1940	23941
Sandra	Delacruz	3/31/1987	63174
Nancy	Chan	5/2/1976	65136
Rita	Brown	12/25/1947	51460
Phyllis	Pryor	6/21/1994	98212
Helena	Vinton	1/21/1996	58222
Carmelo	Ortiz	4/6/1990	11189
Jack	Anderson	11/19/1970	94578
Jonathan	Velasquez	2/12/1972	92595
Carol	Finney	10/22/1975	6196
Richard	Stevenson	11/27/1997	51411
Lori	Surette	3/4/1989	61901
James	Cramer	7/22/1980	61915
Peter	Henderson	12/19/1975	25032
Paul	Hammitt	12/23/1947	13386
Daniel	Marks	7/24/1946	36913
Don	Wynn	1/9/1948	48753
Francis	Young	8/30/1987	58277
Eric	Antoine	7/27/1983	34962
Dorothy	Berry	8/10/1947	30622
Steven	Marroquin	3/29/1987	58774
David	Combs	2/11/2001	74846
Gail	Andrews	11/19/1985	67432
Susanna	Osborne	10/24/1961	76809
Clifford	Dahl	7/17/1951	25654
Michael	Schmitt	8/15/1990	38997
Shameka	Murray	1/11/1943	81643
Lisa	Hammel	5/24/1939	73903
Dennis	Smith	9/24/1944	37745
Daniel	Grace	9/30/1965	32251
Alice	Houston	10/7/1991	87456
Tiffany	Bennett	6/14/1961	4529
Ralph	Norris	3/2/1989	28601
Iva	Evans	7/7/1958	92905
Daniel	Thomas	2/6/1955	81386
David	Graham	7/7/1953	75095
Leandro	Matthews	2/11/1937	22705
Charlene	McBrayer	7/7/1979	2219
Judy	Monson	2/24/1974	24763
William	Burgess	7/2/1948	19218
Reagan	Magno	10/18/1964	83728
Lenora	Borders	1/12/1954	8568
Sean	Penny	7/12/1978	39248
Cynthia	Perez	6/11/1992	48288
Dorothy	Yamashita	9/13/1992	73766
Maxine	Adams	10/24/1964	36766
James	Lamon	1/14/1997	45693
Maria	Landa	3/25/1970	50304
Deborah	Wilson	10/3/1980	3182
Karen	Cannon	12/10/1963	1609
Donna	McCorkle	11/18/1981	50611
Jennifer	Bender	7/14/1990	82611
Freddie	Blanton	8/31/1937	20003
Nina	Prime	7/8/1991	87730
Frederick	Ferrin	4/9/1973	29888
Mary	Burns	1/21/1980	26283
Mildred	Gordon	2/4/1952	67477
Pamela	Schmitz	9/26/1946	72129
Dana	Kujawa	9/29/1938	35080
Dennis	Sim	3/18/1978	54965
Martin	Pickney	7/30/1949	25247
Chad	Artiaga	2/22/1941	83489
Ernest	Steinberg	9/4/1984	57045
Frank	McCary	2/25/1955	31301
Beatrice	Weyand	4/17/1980	71288
Martha	Simpson	10/14/1964	65477
Jeff	Bland	1/17/1951	86167
Garrett	Miller	6/1/1983	39831
Jacqueline	Zimmer	8/28/2000	70847
Pauline	Morgan	11/16/1988	26712
Lois	Osuna	4/11/1978	68701
Amos	Henderson	8/23/1937	28841
Brad	Pizzo	10/4/1969	40207
Wallace	McDonald	1/14/1991	90784
James	Chapin	5/31/1999	21295
Justin	Martinez	10/28/1993	55476
Michael	Boswell	3/14/1951	91832
Betty	Boyles	10/4/1973	16312
Harold	Rodriguez	3/10/1945	60639
Madison	Arias	1/24/1982	50153
Frances	McDonald	1/4/1942	26112
Frank	Bledsoe	12/10/1983	65040
Amber	Frederick	1/27/1992	62161
Bobby	Dutton	4/24/1981	20594
Walter	Kaufman	1/17/1952	34693
Jovita	London	1/26/1966	43083
Larry	Ogden	5/11/1996	95423
Vickie	Beaudoin	8/5/1980	16576
Helene	Nash	8/4/1973	56275
Christopher	Crandall	5/23/1970	91237
Billie	Russell	2/15/1938	72954
Rosalina	Yazzie	9/24/1962	81717
Joseph	Hodges	1/25/2002	58435
Christopher	Swinton	2/6/1980	5851
Leo	Brady	12/29/1983	38281
Philip	Worthy	12/3/1988	66068
Joe	Ryan	4/11/1973	26361
Herman	Hinton	5/6/1954	69749
Fern	Ferrari	2/29/1980	23388
Maria	Richards	1/19/1986	38337
Ruthie	Presson	9/2/1957	15659
Michelle	Arend	6/7/1961	73300
Larry	Lucas	12/28/1992	18462
Ethan	Briggs	5/25/1969	12839
Olive	Spinks	3/27/1976	45491
Lavern	Austin	9/12/1940	65422
Genevieve	Anderson	3/18/1999	46828
Patti	Dionne	1/9/1987	36846
Corrine	Armour	6/17/1970	92394
James	Luna	4/16/1983	84711
Gary	Samuel	7/20/1999	85146
Ramona	Brown	9/8/1958	8915
Bradley	Hawkins	1/5/1980	69027
Ruth	Delarosa	5/3/1975	40393
Carol	Huang	2/23/1952	67654
Valeria	Jose	10/17/1939	2251
Shad	Yarbrough	5/21/1982	52267
Elizabeth	Robinson	3/11/1951	5933
Janet	Woody	3/23/1973	53401
Patsy	Rosati	10/13/1990	29627
Ann	Diaz	10/3/1941	50391
Ethel	Phillips	9/15/1979	86199
Brooke	Rippey	1/8/1948	70031
John	McClellan	12/27/1977	93934
Flora	Cornett	3/13/1937	7897
Daniel	Roy	7/27/1956	7162
Louis	Lavalley	8/13/1997	94863
Richard	Kelsey	8/4/1980	2579
Michael	Lucas	7/19/1938	23966
Catherine	Russell	11/15/1942	42997
Olga	Royals	3/24/2003	18973
Scott	Yamamoto	9/14/1944	63719
Ashley	Rainey	10/15/1948	22796
Thomas	Imler	2/12/1999	48343
Blanche	Lockhart	9/1/1949	78686
Leonardo	Fountain	4/9/1994	11550
Patricia	Lockhart	8/24/1979	26089
Marie	Andrews	1/10/1957	22054
Maria	Yan	4/21/1996	36624
Betty	Montague	1/17/1946	19226
David	Tyler	9/7/2001	85447
Phillip	Runyan	2/26/1978	80118
Andre	Folkerts	9/12/1984	20784
Cheryl	Rowland	9/12/1942	33184
Corinne	Garrett	12/9/1944	11865
Lana	Sowers	9/28/1946	62533
Nelson	Baker	12/29/1981	26455
Mary	Perry	7/7/1976	82723
Beverly	McWilliams	3/7/1999	98313
June	Wilkins	6/6/1963	9095
David	Harrison	10/2/1946	48717
James	Santiago	1/18/1971	40097
Jane	Barclay	1/27/1980	22809
Freda	Leitner	7/26/2002	40346
Margrett	Gibson	5/23/1960	54250
George	Peck	3/3/1976	21373
Linda	Anderson	6/29/2003	43805
Justin	Gomes	6/24/1959	88314
Kenneth	Martinez	10/13/1947	81323
Julia	Reddick	11/8/1991	80079
Edith	Kimmel	10/10/1973	32897
Lilia	Gonzales	12/30/1969	14295
Donald	Sosa	6/22/1999	89261
Gayle	Rose	9/20/2003	42734
Dorthy	Stevens	4/8/1989	54976
Patricia	Hartley	3/18/1975	78213
Richard	McCall	12/1/1953	74683
Leon	White	10/4/1997	91870
Jessica	Latour	7/4/1971	64194
Sarah	Sykes	8/23/1989	64169
Rodolfo	Bosch	1/21/1948	54831
Timothy	Robles	2/12/1972	83644
Janie	Mericle	3/5/1953	60001
Tom	Potts	2/16/1978	11992
Maurice	Jones	1/21/1996	29837
Frank	Rodriguez	2/24/1950	77117
Valerie	Smith	1/7/1989	8897
Jesus	Powell	9/16/1990	99528
Sonja	Rich	2/7/1959	44717
Kenneth	Schneider	2/7/1965	10737
Gary	Otero	2/7/1978	83393
Joyce	Taylor	5/3/1965	59562
Danielle	Mayo	7/9/1972	69799
Harry	Pierce	12/11/1955	71696
Amy	Carr	5/28/2001	28888
Marie	Okelley	10/12/1995	80399
Michael	Sechrist	4/21/2001	41760
Henry	Montano	12/14/1962	70204
Melody	Woodward	11/28/1982	94667
Vincent	Day	3/11/1943	71340
Carolyn	Mendoza	11/27/1979	40786
Martha	Shrum	4/25/1954	40967
Oscar	Kong	11/14/1942	59064
Andrew	Harrison	10/7/2002	70957
Teresita	Abrams	12/18/1956	19326
Margaret	Witherspoon	7/12/1945	44977
Edward	Porter	12/4/1965	74344
Donald	Belle	4/12/2000	58854
Joseph	Fredericks	2/21/1972	94823
Janet	Hilliard	1/27/1967	20456
Thomas	Woods	3/30/1998	23353
Elaine	Hysell	3/31/1970	26203
Christine	Green	4/19/1944	35392
Margaret	Shufelt	12/19/1984	87835
Margaret	Folks	11/5/1974	97735
Adrienne	Wilson	7/22/1995	88508
Glen	Herman	5/30/1953	48799
Thomas	Howell	7/28/1979	88591
Randy	Nance	11/18/1982	76002
Leonardo	Davis	1/26/1980	27470
Juan	Martell	11/7/1956	7799
Leonor	Gold	2/26/1961	27813
Jeffrey	Adams	10/26/1966	69080
Linda	Jamison	10/31/1937	85406
Hazel	Green	6/23/1985	57977
Elizabeth	Daniels	8/7/1953	7692
Federico	Nunez	6/7/1957	55346
Jill	Anderson	2/6/1983	29980
Geoffrey	Anderson	2/6/1993	40797
Dwana	Jimenez	12/28/1952	1583
Jason	Stewart	12/19/1944	26762
Willie	Johnson	10/23/1983	74087
Judy	Browning	12/3/1953	25294
Sharice	Lyons	4/28/1954	47288
Penny	Kroeger	9/3/1960	15546
Frankie	Smith	1/12/1954	53920
Sean	Taylor	11/4/1978	34655
Brandy	Lloyd	8/19/2000	13666
Melvin	Birmingham	12/8/1982	21303
Jesus	Hamilton	3/24/1992	30034
Arturo	Reed	12/22/1999	9146
Kimberley	Aragon	7/18/1972	80486
Jennifer	Struck	6/18/1986	36819
Frank	Ritchie	5/12/1990	13223
Alvin	Sanders	12/1/2001	57251
Karen	Fikes	3/18/1946	5620
Theresa	McCord	4/16/1983	95348
Shelia	Griffin	11/23/1998	57684
Guadalupe	Donaldson	8/18/1971	90417
David	Bowman	6/10/2001	34510
Tom	Davey	12/31/1970	84037
Tracy	Haider	2/13/1998	41953
Rhonda	Hendricks	1/30/1987	25938
Carole	Brown	12/10/1951	66645
Donna	Spear	5/14/2001	58420
Timothy	Hill	3/16/1985	75369
Roberto	Hernandez	4/28/1959	30695
Elizabeth	Clark	11/4/1963	43127
Cristina	Dorsey	2/19/1952	37098
Angela	Thomas	7/2/1972	58151
Susie	Olivas	4/10/1974	48560
Ashley	McEachern	2/4/1989	65644
Anita	Cline	3/7/1950	31032
Isaac	Selfridge	9/7/1973	80912
Douglas	Sanders	7/9/1983	64932
Jessica	Evans	6/9/1951	73526
Richard	Turner	3/10/1986	74687
Daniel	Grant	3/31/1964	11140
Thelma	Holliday	9/2/1937	82541
Clyde	Randall	6/13/1964	21121
Graham	Ganley	1/7/1953	1642
Minnie	Tucker	8/20/1945	59641
Lawrence	Duarte	9/20/1978	9713
Cynthia	Manning	1/30/1980	73333
Gary	Marshall	5/6/1977	38950
Joseph	Brown	5/20/1964	4018
Dennis	Reeves	9/17/1994	15543
Frank	Thomas	12/24/1959	1040
Jason	Gilbert	11/4/1953	43836
Gerardo	Bernal	11/15/1998	74362
James	Rich	10/19/1990	88566
William	Strauss	12/3/1947	11398
Albert	Banks	7/4/1951	41478
Barbara	Clayton	7/7/1956	98530
Sylvia	Nolan	3/8/1996	49287
Jeana	Monger	11/2/1957	20609
Jc	Horton	1/22/1961	99906
Dennis	Harris	9/11/1985	69932
Kimberely	Hiles	11/18/1957	4004
Katharine	Henry	4/13/1949	64649
John	Zapata	8/8/1976	81567
Barbara	Perez	8/15/1963	68053
Brian	Harder	5/3/1959	98031
Janet	Odriscoll	6/5/1976	27447
Augustina	Beaudette	4/2/1984	70659
David	McGraw	1/4/1974	62334
Mary	Golden	4/20/1997	80550
Aaron	Ayala	5/23/1974	90880
Elvira	Abbott	4/6/1953	84325
Earl	Davis	8/29/1978	89130
Yuriko	Martin	12/22/1986	17879
Fred	Reyes	10/25/1953	64684
Myles	Snow	6/3/1982	33734
Juanita	Sierra	8/20/1963	61268
Allan	Alvarez	4/12/1943	24968
Mary	Whitten	4/1/1964	43900
Tracy	Lusk	9/17/1940	65664
Julie	Hill	10/31/1957	13732
Raymond	Koch	3/4/2000	45939
Aida	Horne	2/9/1948	9408
Lina	Gibson	10/18/1994	46574
Mary	Blue	2/14/1946	87312
Brigitte	Motto	6/9/1972	21218
Olive	Kean	3/15/1938	88610
Bryan	Campbell	5/5/1993	1376
Matthew	Griffing	4/13/1978	19744
Gary	Estepp	11/7/1955	59954
Evelyn	Moody	6/30/1954	77935
Edward	Jackson	2/5/1942	47484
Eric	Mathews	9/21/1948	11110
Betty	Graham	4/2/1956	1422
Lisa	Williams	4/24/1975	76641
Jayne	Leath	2/29/1988	87384
Davida	Nugent	7/7/1967	36326
Jerry	Eckman	5/17/2000	95353
Olga	Engebretson	3/21/1996	99605
Frank	Grenier	12/30/1983	21886
John	Witter	3/17/1996	92619
Andre	Hughes	6/13/1997	40901
Caprice	Spradley	5/20/1972	43755
Joseph	David	5/23/1965	45153
William	Cooper	3/6/1963	92908
Dorothy	Moeller	4/11/1939	8317
Norma	Saunders	6/12/1967	83542
Richard	Dean	5/26/1985	31283
Mark	Norton	9/21/1968	10844
Eleanor	Kohut	10/17/1947	61449
Ernest	Watkin	12/3/1999	79332
Vernon	Farr	12/20/1959	76032
Blake	Wing	8/2/1959	94259
Lucia	Schofield	4/9/1991	47565
Martha	Feliciano	2/23/1940	67810
Janice	Strock	9/14/1954	3599
Chantel	Cooper	1/21/1993	92145
Theresa	Dyer	7/2/1984	66038
