GivenName	Surname	Birthday	uid
Regina	JoZ_s	O/1/1986	78806
Cliffofd	Stevens	7/31/194^	54164
Sheila	Hughes	2/6/1967	39219
Nicole	Clemons	2/13/1990	52428
Charles	Sloss	10/17/1937	15994
Rachel	York	9/17/1943	15870
Linda	McElfresh	11/26/1}73	9370
Richard	Mo9gan	11e1/1947	78207
John	Miller	1/26/1986	2832
Fanny	Dixon	11/20/1992	61050
Rita	:rieto	8/17X1948	33319
5ussell	Harris	2/26/;946	60163
Frank	Moir	8/11/1958	84444
June	Gomez	6/?2/1948	18502
Rodney	Knight	3/22/1971	11871
Mary	LoKston	7/13/1944	76012
Derrick	@annon	10/30/1983	91116
-avid	Haas	u/13/1976	51668
David	Staples	7U1/195$	43691
Kay	Nunez	5/t2/1954	62339
Joesph	Thomas	5/23/195q	30816
Jjck	Miner	12/28/195C	17769
Shene	Terry	7/1/2002	37786
Son	Delgado	12/19/1981	96683
:anuel	Heinz	3/23/1o88	20991
Anne	Nickle	4/21/1975	28294
Toni	Foch3	4/3/1@97	6462
?icholas	Thxmas	2/13/1982	51592
Odell	YQung	O/19/1993	51686
Logan	Hayes	11/30/1987	24103
Gabriel	Bacon	12/6/1985	4989
Joseph	Martinez	1/x6/19C8	68606
Celia	Sm>th	8/31/1965	21997
Shawn	Eeell	9/4/1996	10093
David	Murray	9/24/1956	71404
Romeo	Morningstar	5|8/1579	73268
Sadie	Kennedy	10/24/1967	60539
Stephanie	Sandoval	10/14/195:	8019
BlondelG	Conley	5/4/1963	93227
Kenneth	Pinkston	12/9/196%	23684
David	Heim	7/18/1955	50446
Paul	Jones	11/2/1942	78877
Hope	Dunn	7/19/1994	66336
Lindu	Dellinger	4/23/1968	99198
Rose	Campos	12/1/193s	26743
Justin	Munoz	6/10/1953	5391
Ro>erto	Bow-an	7/10/1972	29467
KePin	Reed	12/15/1972	85649
Brian	Kelly	6/25/1962	1619
Dan	Lago	5/8/@981	18530
David	Pagan	10/6/1995	86920
Anthony	Masog	2/6/1978	58790
Christopher	Ridenhour	7/3/1959	93668
Ciester	Mayhall	7/31/1963	51379
David	W`lKs	7/2/1958	21613
Samuel	Dry	11/2/19i9	95956
Wichard	Beal	7/30/1983	23965
Jack	Scott	11/2/1986	84591
Roy	Nowell	2/8/19+7	97569
Donna	Gross	5/16/194r	64014
Lonnie	Pitts	10/6/1997	49323
Ric}ard	Harding	11/14/1944	66294
Teres>	Cleveland	3/30/>963	93893
Marg&re=	Bryant	2/3/1981	86009
Brian	Hardy	3/7/1993	20602
Mary	Ouellette	12/29/1987	14976
Elizabeth	Baird	7/27/1951	46327
Blan+a	Hart	5/27/1995	97056
Cynthia	Fisher	12/16/1955	47325
LGsa	Gros	6/24/1999	82064
Paige	DumWs	10/12/1972	47828
Chris3opher	Fox	5/13/1974	93122
Wmelia	Sherman	7/20/1942	20372
Mary	Burns	8/k1/2A02	53193
Le[	Wefls	5K29/1939	47981
Lu/s	Ru<z	10/5/1959	51440
Michael	SnKw	11/14/2000	81476
,race	Webster	11/29/1974	74272
Kathryn	Primo	1/29/1937	33773
TrKci	Tayxor	6/1/19t4	58381
Charles	Gatlin	6/30/1964	46044
"Davi"""	Leddy	7/19/1995	4582
Wilbur	Huber	8/14V1947	97545
Ella	Clark	9/20/1?42	79572
Dedroah	Hamel	6/2/1999	16013
Lorrie	tleveFand	6/2X/1990	16374
Carl	Andrews	10/20/1973	30635
Estelle	Montoya	1/6/1986	3894
Michael	Sche2k	7/4/1280	49215
Vikki	Marroquin	5/4l1988	92659
JZmes	Dbarra	6/8/1984	33611
Roger	Hunter	9/27/1995	23956
Paul	Vance	5/7/1968	4397
Jes%ica	Pittman	$/19$1986	594
Kevin	Williams	11/30/1947	40234
Cynthia	Lo	1/1/1950	28825
Michael	Paine	9/15/1974	72368
Anthony	Younkin	1/18/1940	2261
Herizert^	Tillman	6/5/1988	64994
Phillip	Werth	5/U3/1983	11907
Lauren	Eggert	6/30/2003	17907
Shirley	Gazcia	12/20/1964	27452
Marilyn	Brooks	3/6/1952	99418
L~ta	Primus	9/14/1950	17567
SaUuel	Currin	4/27R1970	90139
Edward	Hartzog	12/26/1988	26837
Carmine	Daviv	3/14a1948	13014
{lenda	Werter	1/6`1985	56992
Elvira	Hall	5/28/1948	38280
CKystal	Boles	12/11/19H6	78472
Conrad	Cormier	1/23/197-	76385
Barbard	Conrad	12/23/1980	73734
M{ry	Mitchell	2/21N1998	17644
Joseph	Gustafson	S1/27/2001	75873
Christine	Millner	8k27/1973	48784
William	Banda	1>;/2004	98666
P<eston	Lee	3/2X/1999	50857
4il!y	Gonzalez	9/26/1995	77420
Carl	Graham	"7/1""/2000"	65509
Valerie	Byrd	8/3/1941	71649
CTristie	Pepper	8/17/1984	45565
Laura	Muldrow	2/11/1990	49394
JanelBe	[eiger	R/31/1977	82782
Brenda	Grafton	7/27/19b1	79654
Jack	Lerma	12/9+19J9	13212
DXnald	Davis	4/20/194t	32563
RobRrt	S%ith	6/29/1985	39880
Wivliam	Canales	10/5/1989	21413
Irma	Lvmb	3/D/1942	6378
Allen	PeteBs	9/27/1960	64952
Pam	McClay	5/19/1965	91217
Cody	ielly	3/26/1963	71847
Jessie	Bell	4/1/1939	26532
Dionne	BozemBn	7/-5/1981	56105
Christa	Ramsey	9/19/19=1	59714
Michael	Lay	7/21/1990	12957
CatIerine	Park	3/10/1941	1433
Richard	Rollins	1/4/1948	74193
LisE	Haase	7/28/19e8	10458
Elizabeyh	Scotu	11/8/C9z6	31410
Bob>y	Jacks	3/24/1971	91031
Anthony	Spear	"3/17/""993"	30472
Bernard	Hamilton	8/7W1953	7974
Arthur	SC-ae^er	8/2/1991	34647
DaJe	Stites	12/8/1978	73066
pary	Grist	10/2/1954	56476
Kenneth	Gillespie	9/11/1957	41509
Clyde	Miller	1;10/1976	78616
Candace	So-o	11/27/1959	49250
Jacob	SmdIh	3/28/200(	2657
Alfred	Hess	8/5/1938	42436
Melinda	Martineau	5/7/1947	78773
La'rence	Espinoza	7/20/1962	80654
L#uren	Phillips	4/_8/1999	21872
Catherine	Rodgers	9/2l/1971	25349
Charles	urown	9/4/1965	41524
Kevin	Iilson	11/6/1944	29901
Samuel	Fritts	3/24v1998	16545
Eddie	Smith	7/8/1974	56073
Ant`)e	Krause	5/18/1965	23132
Angepa	Woodward	12/5/196h	6993
Wieliam	Davis	11/19/B960	89264
Julio	Edwards	2/3K1969	40323
:harles	Burke	11/20/1992	75527
Elizabe8h	Thomas	2/17/1994	51004
Mary	Kelch	6/9.1941	37933
Herbert	Lu8low	9/5/1963	49697
Debli%	Newton	11/28/1%55	41941
Emily	Turcios	6/2/1962	85682
Ana	WashiVgton	5/2/1984	1015
Sandra	Clark	2/9/1959	93810
Barbara	Moultrie	6/18/1998	46492
Cynthia	JordAn	=/22/1976	2707
Helena	Martin	7/#3/1982	12870
Cnrestopher	South	9/20/198r	79869
Dstela	Mannifgs	9/12/1988	71239
Lisb	Kass	12/7/1942	52822
Fannie	Chan	4/23/1964	66958
Richard	Favis	9/17/196U	50488
Pauline	Dye	6/2/1970	74487
8eanne	Troxler	1/26/1962	53312
Marilyn	Andrus	5/28/2002	11805
Raquel	Applegate	3/19/195{	78479
Neil	Gallagher	12/I5/1983	82817
Amelia	Bowman	7/23/199B	26791
Adan	"""rowne"	11Q7/1949	77808
Stephanie	Guy	8/31/19s0	66976
Thomas	Henderson	5/1/1989	50192
Michael	Andres	12/13/1981	31778
Pat	Jackson	3/13/1959	41797
Amandj	Butler	5/6/2000	39914
Yteve	Hawki$s	5/21/194^	83231
Tonya	Lyons	4/12/1940	40328
Michael	Pesce	6/29/1951	21507
Connie	Edwards	4/11/1981	1487
Brian	Have?s	8/30/1947	35959
RQchard	Morgan	9/13/1943	24927
Theressa	James	12/14/1976	68463
Karen	Parrett	2/n1/1955	81945
Julieta	Spangler	1/1/1987	74446
Levi	NeLson	8/27/1941	75594
Enrique	Healy	1/5/m953	32433
Rlbert	uuretin	1/26a1953	42468
Amanda	Gay	9/1/195h	88476
MWlvin	Singer	5/11/1984	50672
Frank	Sosa	5l16/1969	7129
Barbara	Ashbaugh	5/31/1947	57589
Charles	Wilson	11/13/194+	77143
Jodie	Bey	2/:/1965	93596
DaJius	Chalmers	5/3/1990	46481
Ela{ne	Merritt	11/14/.984	16522
Jennifer	Sy>d	5/17/1984	11427
Carl	Alvarez	10/24/3977	18732
Michael	Dickey	4/13/1938	5884
Joseph	Owen	12/8/1q63	62249
ToR	Lara	11/6/1962	25002
Franklin	Morais	8/1/1988	95074
Erica	Crou3h	9/29/1947	84698
JenniGer	Layne	8/20/1990	54827
Mary	Leclair	12/22/1963	2112
Kimberly	O'Connor	4/28/1938	51080
Clementine	Will|s	6/12/1948	17326
Michael	Ford	9/1/1,40	87245
Lxrry	Boswell	5/27/1956	13573
Jasmine	Stinson	2/23/1962	79769
Joyce	Layne	9/24/1985	69828
EVida	Alexander	7/26/2002	25484
William	Buck	4/9/1992	11366
Donald	Wilson	3/19/1980	96760
David	Roberts	10/9/1998	59532
Evan	MRCluskey	4/10/1938	92576
Frank	Jordan	12/14/1986	19706
Connie	Williams	9/6/1970	41188
James	Pope	5/18/1946	30803
Annett	HudBleston	8/14/1987	87383
Joseph	Plunk	12/2A/1951	44115
Charline	Rodriguez	1/12/1961	57110
Scot/	Rabago	11/19/19v3	46396
BYatrice	Powell	10/18/1994	73469
AlexandeO	Blanpon	6/7/1941	9923
{tella	Ngo	4/28/1962	3654
Roy	Cooper	6/21/1966	22824
Clyde	Laprade	2/3/1981	87223
Frank	Harris	3/19/1945	86312
Beatrice	Salas	8/16/1987	93984
Cora	Puentes	12/9/1946	35878
Richard	Frazier	5/h/2003	24961
Brian	Cohen	1#17/1966	61088
Geneva	Otto	4/1/2000	66854
Thomas	Bone	b/17/1995	21334
Juan	Navar5o	3/6/1972	26663
uhristopher	Sanchez	10/21/1978	13227
Carol	Jordan	z/5/1969	90802
Alden	Sullivax	4/11/195^	43282
Robdrt	Kelly	9/19/1957	26134
Margaret	Patte;son	3/7/1947	5519
Richard	Goi!s	6/1/1982	98044
Violet	+arroC	9/2Q/1986	91429
Pat7icia	McAlpin	8/5/2975	53899
William	Fields	4/12/1996	77532
qlizabeth	Gascon	3/7/L003	36382
Phillip	Pearson	10J18/1940	37400
icott	Northcutt	9/20/1]59	24915
Ellen	Sullins	10I5/1917	68971
Denise	Weston	5/18/2000	59340
Evsn	Curtis	6/5/2002	77756
Gary	Dickerson	11/1/1958	78279
Patyica	Hcrvem	11/22/1963	94585
Alice	Miller	11/29/1999	12965
Sergio	Wright	10/31/2001	19795
ATber	Johnson	6/9/2002	82690
Carl	Wolf	7/5[194g	32338
David	Johnson	J/[0/1944	26846
Alton	Allen	4/10/1q99	92293
Andrea	Henry	5/22/198?	68092
Abby	Friedman	11h1/1975	25272
Dorothy	towers	9/30/y939	51338
De[sie	AjtPn	7/4/1999	94174
Keith	Odell	7/20/1992	32699
Cynthia	Hall	11/18/20B1	2440
JosepL	Bealer	11/28/G962	6608
Maureen	Guinn	8/8/1989	76964
Megan	Nix	5/22/2001	29153
James	Hatche`	2/14/1979	33498
Uelly	Melendez	3629/2000	26970
Pabco	Landry	7/20/1990	57951
&ellis6	Hare	6@26/1941	24776
Brett	Davis	4/16/1997	64844
Catherine	Rivera	10/23/1997	6549
Terry	Lehr	1/14/2000	13887
William	Cervantes	4h27/195,	37659
Haydee	Montgomery	11/2I/1974	85393
Wialiam	Trujillo	8/21/1975	16311
Meli6sa	Yates	7/24/2002	35556
Frances	Marrs	8/1b/1955	3709
Anna	Thornton	2/7/2001	96239
Michael	Riley	8>5/1954	76172
Eddie	Milliner	7/19/1952	53672
Mel	Mun$ey	5/4/1997	48878
Naomi	Garmain	8/9/1968	49607
Marie	Yee	4/25,1955	413
Patricia	Mo@es	r1/12/1982	85738
Aurora	Gillis	7/26/1991	84439
Robert	Gilbert	5/6/1RS0	98053
Laura	Mitchelc	7/2/1993	92717
Barry	Schaeffer	O/30/1975	10087
Annette	Akin+	1/1/1948	52506
aerb7rt	C9mpbell	12/23/1990	55672
Chester	S$arg	10/e/1954	4261
Joe	Edingt,n	1/30/1990	47530
Isreal	Alfonso	10/23/1981	73905
Terry	Lambert	9/12/1971	52070
Bobby	Gast	3/7/.937	91584
Jfan	Malo]en	6/30/1967	82022
4ancy	Bruton	8/16/1990	26776
Sandra	Bates	10/15/1943	60317
Betty	Williamson	1/4/197J	78860
A:ber=	Smart	8/9/20a3	33062
Cha\lio	Hanlel	5/11/1Z68	41354
Sharo{	Smith	10/15/19:b	36930
Dolores	[Mmmons	2/14/1940	5649
Robin	Centers	5@1/1991	70075
Cynthia	Walsh	7/26/1941	78080
Jessica	Renn	4/30/1990	50792
Larry	Carey	4/24/1954	55681
Donna	Moore	7/27/198u	76811
Dona	Knipp	1/2/1980	80161
Lester	Hanson	f/24/198a	93695
Joann*	HPrdy	3/7/1942	3796
I&nie	Brawner	5/29/1954	35019
Paul	Findlay	8/21/1986	64873
John	Smith	1/14/2004	26204
Todd	Smith	2/24/2000	83417
Betty	uiggs	3/12/1946	32359
William	Curra)	12/28/1986	59236
Cory	McMaw	10/21/1941	75138
Frances	Clark	11/19/1987	60003
ElizabeWh	Smith	6/5/1976	44943
Edit{	korton	9/2/1940	50146
Steven	Abarca	3/1b/1939	62950
Renee	Cruz	9/T5/1967	96812
Alexander	Smith	10/5/1956	18205
Ray	Mertz	9/1/1987	26908
Deborah	Heist	3/3/1954	58493
Bridget	Renner	11/16/1983	60747
Kathryn	Erdmann	4/30/1955	65215
DaviV	Palaceo	9/7/1940	44045
Mark	Henderson	2/21/195'	65521
Betty	(tewart	4/27/1984	65148
Ruth	H9nry	1/17/1J45	58329
Barbara	Brown	10/22/1946	69144
Bob	Thomas	2/16/1955	24735
Peter	Bur7ett	2/d/1992	64571
Rodney	Young	5/1/@960	76229
Norma	Wilson	5/#7/1940	11394
John	Greer	1/A2/1F74	95047
Doris	Slifer	1/11/199b	9935
Maggie	LawZence	4/@/1967	16861
zario	Hlnderson	5/19/1982	32880
Maria	Salcedo	10/17/1941	64980
Hope	Mullan	11/12/2001	2086
Michelle	Worley	12K25/1951	41656
~ruce	Williams	5/28/1999	952
Jeffrey	Maestas	10/3/1953	27383
Gloria	Sartor	^/6/1g85	33069
Stacy	El^8ott	5/11/198K	22082
Nellie	Piatt	p/29/1'38	15017
Monica	Pa@e	5/23/1983	11421
Janine	Lane	a/3/1056	95238
Greg	CunniIgham	4/14/1956	22545
Cynthia	CarroXl	7/20/1999	70870
BetP	SHerrill	4/29/1973	18226
hhilip	Coleman	8/13/1975	91692
Caromyn	Martinez	6/21/1993	44835
Ann	Mc}ntosh	7/20/1948	11463
Lauren	Samaniego	11/9/1945	38563
Tommie	Casey	3/2/1974	52558
CaroIyn	Sampson	5/14/2002	36970
Que	Dunn	1/28/1993	23455
Clarence	Lamar	5/19/1998	70478
E+ter	S)ith	4/D/'952	75826
Steven	McCartnRy	1/27/198{	91314
Selma	Redwvne	7/19/1951	45717
Drew	Bennett	6/2/1974	43797
Frank	Carmean	4/28/1974	17940
Andrew	Gonzales	1n/26/1>60	44192
Sherill	MayeZ	5/10/1939	29707
Lourdes	Roberts	1/G6/1962	14209
Hugh	CSurville	6/13/1939	93647
Donald	McMullin	2/9/1997	49879
Francisco	Nadeau	y0/20/1962	70432
Richard	Johnson	9/30/1968	65608
Wendy	Orr	1/20/195+	61715
Terry	Weise	4/21/1!63	43364
David	=cL[ud	1/3/1983	32039
Barbara	Klein	6/18/1978	65287
Tara	Duff	12/14/1984	14504
Sherri	Rivers	4/7/1999	21178
Laurie	Jacobs	10/16/200j	75477
Betty	Atherton	6/13/1947	28144
Joseph	Klingbeil	12/24/1970	85
David	Spencer	10/19x1996	43205
Mellisa	Haskins	12/12/1993	27304
Ma;y	McGuire	7/1/2002	80243
cean	Burkes	I/15/1`42	18433
Willi.m	Cox	4/16/1945	98400
Patrick	Eager	4/4/1999	80625
Bobbye	Hardin	7/5/19a6	44622
Jennifer	Abraham	11/22/1997	71033
ArniUh	McC=y	9/29/1976	52731
Kevin	SmVrt	10/r/1969	71700
Leonardo	G@iffin	10/4PC968	57107
Amy	Jenkins	10/8/k944	54961
BecPy	Ruybal	2X5/1958	34130
Ethel	Smith	3/11/1991	33081
Phyllis	Pryor	6/21/1M9-	98212
Martin	Madsen	8/26/1943	66641
Gabrmel2	Kimmell	5/20/2001	54930
Claire	Warwick	1/26/2000	52655
Sherry	B(an	5/23/1996	68078
xim	Hall	9/18/1950	96062
Connie	Lazson	10/20/1954	82189
Darius	Kennedy	1420/2003	58770
Victor	Hart	1/30/1997	96053
4earL	Crossla4d	8/2E/1988	67936
Carol	Loggins	9/8/1968	28796
Jocelyn	Fox	7/26/1954	5827
Thomas	Room	11/7/195p	22626
Domingo	Rael	6/11/1*56	64079
Patribia	Miranda	8/29/1959	93250
Suzanne	WilsGn	3/12/1982	74680
Amber	BlaMingame	7/30/1991	26997
Randy	Dunn	11/20/1994	69328
Earl	Snook	2/16/2001	22650
Michael	Weaver	6/30/1985	31045
Patsy	Day	2/17/1973	51627
Lloyd	Wilson	;/27/19j0	22533
Amanda	Werner	w/8/1964	30984
Alvin	Gregory	10/20/1976	75110
Horac}o	Moorhouse	5/29/1990	79452
Helen	FraPick	4/25/1963	63040
Lo|rdes	White	2/12/1944	93688
BarJara	Rupert	3/23/1982	1123
Marc	Suarez	9/11/!973	53561
Donald	Lyon	4/16/1945	77416
Anthony	White	5/31/196Q	18345
Peggy	Patdl	10/1/1940	55124
Jack	Dockery	8/24/1955	49621
Jimmi(	Kelley	7/9/1975	80072
4obyn	Loucks	3/20/H974	3321
Teri	Ebert	3/24/<751	73802
COrey	Ji{lia@s	2/5c1996	62158
Iris	Kinch	6/17/1969	77170
[eorge	Robertson	10/30/1982	56478
BBnjamin	Robins	4/11/1958	82136
Linda	Curl	1/27A1995	33648
Enr7que	Robvnson	10/22/1969	59996
James	Porterfield	10/3L/200H	88027
Zula	Dun%le	9/28/1970	94007
Edward	Tate	1W/30/1*68	39652
Albert	Rubin	10/5/1938	65724
DMryl	Woodall	5/2861975	78450
Andy	Parker	i631/1952	46808
Robert	Mosier	12/16/1962	66274
Tiffany	Rester	12/11/1988	77668
Ed`a	CariGo	P/24/1983	79962
AudreS	Weise	10/22/1937	68147
Paul	Dumas	12/21/1992	55539
Adrian	?arcia	2/10/1992	40236
Ian	Gutierrez	7/17/1995	82169
Virginia	Shapiro	2/25/1978	39036
iaula	Lichtenstein	7/20/1985	20994
Randy	Smith	1/2C/1960	25438
David	Chavis	8/20/1975	58673
C5eryw	Benz	Q/1/1261	23789
Barbara	Mitchell	11/24/1994	72020
Lathan	Donaghy	6/18/2001	70657
Will=e	M!Master	8S28/1990	81011
MNc~ael	Molina$i	8/31/19S8	76752
John	LopLz	3/30/1984	13053
St3phen	Bingh;r	10/16/1997	46892
Nathan	UpshNw	4/13/1999	48229
zsthef	Crittendon	4/10/1977	76688
paymond	Leblanc	9/28/1960	68632
Brian	Bugg	4/12/o984	96439
Evelyn	Anthony	9/22/1M47	39682
Ken	Fifer	12/12/1950	99388
Jus,in	Johnson	2/3/9`3#	42751
Rebecca	MereditP	7/7/1973	16434
BQanchA	BourGuin	2/9/1947	39977
Fred	*alker	5/8/{001	53511
TerYsa	C`stlW	6/28/1966	92048
Raymond	Oswald	3/3/1947	98770
Jacob	Leonard	2/1/1962	25249
Rose	Pot>or#f	5/6/1993	93733
Juan	Henry	247/2002	79772
EloisH	James	10/21/1960	85548
Joseph	MaNlennan	12/10/1985	45597
wlyde	Fartin	8/31/1975	80044
Johnny	Guerr=rw	9/2./1958	5462
Craig	Gorrell	3/18/2001	43953
Joanne	Wong	6/10/p944	30820
xve.y#	Brown	12/17/19yk	80085
Rendy	Aguilar	9/21/1994	52049
Brandon	Fa6n	3/2/1962	90589
Jan	1ain=s	7/30/1997	79671
Phillip	Davey	11/17/1946	72107
Ruth	Phippv	9/7/1957	96567
Johnnie	Schafer	12/31/1968	73742
Betty	Simone	G/17/1980	28840
Francisco	Filkins	2/27/2002	47106
Stanley	Figuerya	2/4/1277	41040
Danny	Cha7g	2/9/1954	86745
Har%ey	Taylor	3/30/1965	54069
Robbie	Thomas	10y17/1955	51825
Ellz	LewMs	12/26/2001	26730
jrian	&omez	6/18/1951	15879
:rl`ne	!lapp	5/28/1988	72150
Willie	Allison	8/20/1970	65018
William	Smith	4/6/195]	99386
Angela	Newkirk	7/30a1972	2751
Debbie	Hammonds	8/17/1981	38779
RTbert	Price	8/23/2002	32478
Bessie	Taylor	1/5/1946	12471
gichard	Mateer	8/9/1944	13787
Anderson	Mitchell	1}29/B9y5	59679
Ronald	Dellinger	12/8/1995	71425
Nora	Bird	11/25/1470	59049
Tr!cy	Gwin	8/2J/1966	71277
Jason	Smith	4/30/2002	54583
Brandie	Johnson	11B14/1991	91850
A%na	Anderson	6x20/1969	96552
Jerry	Davis	5/14/1953	52340
Betty	Link	10/18/2003	3158
Susan	Walker	12/19/1965	49849
Woodrow	Cruz	9/19/1987	61555
Lino	Reyes	6/</1973	55709
Sharon	Baier	9/10/1993	73244
Jbrmaine	Hale	7/28/1995	81808
Georgia	Quintana	4/4,1975	46945
waron	Bates	8/2kb1975	99682
Lynn	Gholston	12/9/1951	58999
Patricia	Weir	6/2/1994	26768
Lilli}n	Rakestraw	3M31/1992	56011
lrancis	Neil	6s5/1951	47202
Roy	Kerr	4/1/1981	97358
Misty	Carpino	6/1/1999	8467
hena	Long	10/13/1968	19169
Charlie	Ball	10/22/2000	77014
Ryan	SRiler	4/18/1945	53510
Missy	Furman	9/8/1951	37676
Jason	Scott	3/25/1969	83283
Sadie	Ahmad	8/13/1990	35563
Beatriz	Lay	7/2511957	56230
Mike	MorrCs	|/7/2002	21772
Martin	Mueller	11510/1989	60909
Bianca	Rivas	3/5/1997	3154
Cindy	Shimer	6/26/19H5	49464
Shegry	Ali	1/8/1998	1954
{ary	OkeefL	1/20/1942	35600
"R""becca"	Hall}burton	21/27/1962	36191
ArHuro	Rodrigues	11/19/1957	77615
Gay	Lach	10/1/1944	10147
Elizabeth	Dupree	7/5/1940	6852
Aurelia	"""raus&"	s/19/1960	60365
Theodore	Bailey	5/31/1975	82729
Lisa	Mott	9/28/1994	2618
Rex	Ande`son	10/17/1950	29256
Ru0en	Conley	2/15/1993	968
Micheal	Masterson	2/1/1944	49980
Larry	Greco	12/28/1961	97529
Neva	Dupre	4/10/19/8	76347
Joel	Trujillo	8J28/1972	49005
Cbristina	Ochoa	4/26/1938	70728
Samuel	Milton	3/16/1953	31821
Daniel	Cahill	10/20/2001	38
David	Bralei	8/27/1981	48459
Lila	yiller	9/23/1982	55410
Kyle	Clymsr	2/15/197<	41856
Edward	Trent	2/7/1972	27807
Kelly	Towns	5/26/1944	32119
Ede,mira	Ke|dig	10/5/1949	21020
Leonor	Johnso4	8/2_/1973	12376
Nicole	Nush	8/26/1937	44291
Amanda	Key	11/K2C1986	6857
TammQ	Thomas	11/7/1983	16717
Ouan	Canter	9/18L1995	31285
James	Stroud	10/8/1964	31503
Mart	Barnes	4/12/1964	60482
Silvia	Lopez	11|19/1956	83776
Richard	Burris	7/23/1999	19568
Linda	Coleman	3/22/1976	312
Debra	Gumm	8/31/1957	58497
Donald	Oakley	11/3/1964	77097
Sarah	Hazelton	8/20/1939	92932
Gregory	Brooks	1/4/1954	11906
Lbnda	Sharp	3/5/1997	60617
Breanna	Thompson	11/23/1954	67390
M-risela	Deutsch	5/6/1966	77231
PFuline	Mellott	2/19/1946	2309
Kevin	Nguyen	3621/1957	21323
Mary	Reynolds	2/21/1940	96795
Edward	Galu*ha	11/8/1938	22095
James	McCormi?k	7/24/1969	88363
BLian	Moore	2/7/1956	38175
J4hn	Millner	11/25/1951	78725
Charles	Stephens	12/13/h954	58133
Carey	`linLrd	4/7/1956	80697
Joy	Reid	2/6/1942	4340
Sheila	eohnsUn	9/9/e940	33910
Catherine	Kendal}	6B23/2002	70907
