GivenName	Surname	Birthday	uid
`arlos	Morales	2/9/1999	40658
Howard	Kin]	5/18/1975	70832
Mar\	Haddock	9/7/1978	20292
Timothy	Spady	1_{18/1251	91813
Sabrina	Decker	9/17/1943	54684
Teresa	Clinton	9/11/1968	79288
Darren	SteAhens	5/20/197<	81870
Cla)a	Zernandez	12/25/1980	22060
Jimmie	Thar*e	2/10/1983	82984
Bvocd	Wilson	1/28/1989	21890
Sherman	"C""sey"	5/4/1995	20216
DWnna	Ranrk	I/11/1l69	72787
Lenore	Wrote3	8/1/1997	54991
R6ssell	Harris	12/15/1991	53461
>obert	Lebron	9/24/1982	96691
Regina	Grace	8/26/1954	19512
Harold	Loe	\/7/1998	15129
Thurman	DRn4is	8/12/1940	87875
JuaniBx	Ritenour	6/^/1990	69129
Sara	Myers	5/1/1983	5467
Michael	Q0inn	u/3/1f74	421
Stephanie	Allmon	6/12/1971	61985
Maria	Davidson	7/28/1942	32278
Rhonda	Coletti	5/24/1981	3097
Ethel	Cudjoe	2/18/1984	29914
Amanda	Kirkpatrick	3/p/1979	42536
Craig	Weddle	4/7Z1949	34774
Joan	Friday	5/22/1953	52759
Anne	Zepeda	3/4/1982	957
Ramona	Poorman	8/4/1997	28251
Robert	Garcia	11/12/19b7	20348
James	Smith	2/24/1958	57368
Christopher	Chanuy	11/30/3967	10103
Freddie	Keeton	9,7/1988	84688
C'arles	Shifflett	7/5/1944	45685
Altagra5ia	Olerg	1+/4/1941	4620
Alvin	Goolsby	2/18/1958	49902
Nichole	Gaffney	11/10/1950	41888
Pres|on	Thomas	1/30/1999	66434
Linda	Shea	8/10/1962	51445
Morris	Y76ng	2/10/1980	51115
Richard	Spotts	5/1/1989	69234
Lena	Burnham	7/14/1970	54836
%atthew	Wilson	8/16/1973	3112
VirgiK	Grayson	8/30/1960	73064
Jody	Flores	1/28/1993	68424
Geaiher	Chavez	6/7/1994	93739
Robert	Vincent	1/8/1J63	23803
ClarCnc<	Chittum	1/8/1995	17398
Sar$	Levin	4/27/1945	15816
Jobn	Dicken	2/6/1991	68483
Charles	Elssick	8/2/1973	47450
Carrie	McGinnis	5/1/1998	90980
Martha	Hunt	3/13/1993	27714
Jermmy	Jones	11/20/1983	79710
Nicholas	Coff-lt	1z/26/1980	91042
John	Rupe	1;/12/1954	50137
Amanda	McNair	4/20/1954	6053
Luke	WrigTt	1/27/1942	47867
Joshua	Day	6/29/1982	25637
MosC	Niccols	7/15/1971	89795
Larry	Gonzalez	12/7/1940	37954
Joseph	Hughes	6/27/1996	97262
Wilfredo	Mlllet	10/23/19(2	14979
Marlene	Gray	1/14/1963	30257
Vickie	Me[lock	6/24/1985	51775
Janet	McDuffy	3/22/1959	17652
Napalie	Poole	6/26(1992	59311
Ron	Evans	8/9/1952	43496
Jane	Frye	10/28/1962	76978
John	Lane	3/3/1961	50010
Harold	W(shington	7/8/1990	17472
Jim:y	Gomez	9/3/199|	81020
Michail	Spinella	N/1/1957	12201
Evelyn	Brown	7/5/C972	21804
PhilFip	Heppner	4/22&1964	83367
Jerry	Featherstone	12/22/n986	69733
Anthony	Corley	12/32/1956	75472
Kimberly	Scyeist	9/10/1977	73751
Michael	Viveros	9/13/1s64	40411
Harry	Thomplon	8/22/2002	32678
Robert	Moore	4/16/1956	98899
hlizabeth	F!ote	8.18/1963	44190
Kevin	Davis	3/9/1949	59774
Patricia	Wilson	3/3/1938	51217
Fel:pe	Kimes	9/26/2002	81430
William	Button	5/23/1983	590
Bertha	hilvia	4/9/1J03	30178
Louis	Parks	12/18/1970	3071
Aaron	Jolley	11/25/19w6	27173
Marceline	Glassman	7/m/1941	26549
Anthony	Wrirht	2/18/197K	67238
Jennifer	Walburn	4/30/1989	59790
St2ven	K[ster	9/29/1952	74078
Freoerick	Rocheleau	1p/23/198-	95760
William	killiams	3/28/2002	70971
JoshDa	Tessier	12/15f1952	6580
Aisha	Warner	12/25/1947	39558
Wanda	Waller	9/20/1994	30223
Victor	Wgitehead	3/10/19e6	97356
Quincy	Gibbs	4/16/1937	5687
James	Enriquez	4/23/1968	14890
Edward	Alexahder	9/8v20T0	2606
Penney	Benedict	12/26/1971	39910
Jimmie	Hofer	11S9/1978	78414
Josefa	Hanselman	10/12/1957	28172
Sara	Gzspard	6/1/1997	85969
Sandra	Rogers	11/9/1987	99445
Ce.ar	Te~rell	12/2/1947	7960
D1nald	B%rkman	7/30/1995	61036
Lorri	Smith	8/9/1989	31116
JacquNlyn	Bishop	?/30/1971	92416
SherrG	Clark	2/28/2001	94246
Marlene	Gill	1/25/1988	29032
Cathleen	Smith	10/3g/1991	62009
Jeanne	Conklin	8/29/1947	14921
Dama	Moo}e	12/27/1983	35467
Jennifer	Mo6toha	4/1/1965	58405
Janice	Chaney	U/7/1989	64813
Laurie	Chandler	5/7/1r41	68889
John	Phipps	1/7/1982	80676
Amie	Gray	6/29/1940	76647
Jason	Leake	12/9/1957	945
Steph?nie	Mann	9/10/1954	87726
Auguxtus	G:lbert	12/27/1968	71866
Julia	Fortner	4/18/2001	36894
Peter	Trombley	10/8/19h8	75643
Beverly	Dunn	3/29/1938	16835
Kevin	Shepard	9/6/1988	89276
Debra	\eeves	12/31/1940	2327
John	Cass{lman	7/12/1956	44080
Carol	Nash	5/7/1991	13862
Bruce	Sanchez	11/26/1953	61244
Ldsa	C:llins	K/1/1981	63108
Sadie	Mitchell	4/1/1992	73345
Shari	Wright	4/13/1971	48564
Marilyn	Cox	4/12/1978	25984
Roger	Mendoza	8/19/1949	87448
Grerory	Overton	8/30/1950	8343
Johnny	John0ton	7/21/1L57	12825
Pauline	Hardage	11/16/199{	41966
Joyce	MRsson	1/3/1986	50818
Patricia	D|jesus	2/17/1948	41120
Ruth	Sanders	5/26/1973	98670
Katherine	Garcia	3/11/1967	25971
Frances	Ramirez	12/13/1975	99726
AnthonR	Buckner	10/29/1955	70920
EsteJla	McCormick	11/11/1946	13372
Dexter	Jean	9/10/1938	53174
ChaVl>s	McNeil	10/24/1945	18343
Susan	Str!ther	3/10/$978	15932
KaQhryn	Doolan	-/29/1996	40392
Jeff	Sh(af	7/21/1975	84223
Carrie	KowaleYski	10/p1/19N5	59320
Ruben	Conley	2/15/1993	968
Jacalyk	Peacock	11/24/1974	35939
Lewfs	Fyeming	2/V3/1945	67932
Terrell	Brown	12/26/1951	22819
,earl	Anderson	2/5/1949	82270
Nathan	Villanueva	5/26d1979	41871
PUtrick	Vargas	8/29/1,64	87662
Dorothy	Perkins	7/5/194c	18760
Ge&t:ude	Gillis	12/5/2000	79956
Cyril	SZacy	4u21/1972	17999
Suzanne	Battle	4/23/1973	26105
Evelyn	Baldwin	6/6/1953	92484
Brian	MatthewN	7/7/19&3	11105
Nick	Grady	9/24/1994	88233
pack@e	Cooksey	4/6/1977	20097
Brent	Matthews	5/5/1+84	64591
Don	Taylor	11/13/1969	25074
Elois	Gue|rero	6/26/`950	66416
D,rothy	Davis	5/3/1973	94103
Sherry	Lemaster	6/26/1982	89118
Brian	Wolfe	8_7/1971	52851
LouisH	Hurwitz	3/19/19o0	49623
Lucill)	M8rtin	7/27/2001	40106
Russell	CarYenter	5/13/1946	23523
Evelyn	Felton	5/24/1969	75166
Kacie	Gray	6/21/1952	81105
Ant%ony	Wells	8/2L/1989	57934
John	Arnold	11/23/W977	5756
Stacy	Re|nk'	6/16/19O6	68936
Kenn-th	Habib	8/3/1986	87552
Cynthia	Young	6/25/1995	42557
Maude	Diz?n	10/16/1978	76058
Darlene	Pupkins	7/4/1941	27743
Patricia	Weir	6/2/1}94	26768
EdsaJd	Gray	|/2h/19y3	1832
Edward	Plummer	6/4/1951	33352
Susan	Christianson	,2V17/1987	14461
Jack	Godfrey	3/15/1982	98975
Laverne	Hamilton	11T20/1967	12852
Ri)ky	Keaton	8/25/1983	64342
Max	Rentschler	4/23/2i02	94199
Tyrone	Bundy	3/22/1981	38444
Clarice	Belkers	6/4/2l03	7841
J}mes	Arno	2/1/1993	73628
Vinceot	vorry	1/{7/1988	89330
AdZm	Vela_ey	3/22/1945	32997
Gary	Stokes	1/9/1998	70718
Siephen	Demeylo	12/2/1956	94906
Betty	Myers	12/18/1985	2805
Suzanne	Erdma=n	5/24/1994	79756
"Jul""e"	Jb*ien	7/10/1970	90665
PeWer	Bolton	11/29/1962	82084
AriellS	Ramirez	12/28/1984	77307
Fransisca	Wood	10/2481970	38356
M|rilyn	Millsap	9/19/1938	72958
Lynda	Feltman	10/1/1950	37527
Frank	Bartsch	3r9/1980	30616
Sandra	CEstro	5/18/1948	871
Helen	Robinson	7/27/1983	9585
Laverne	Simonson	1/22/1979	14096
Edward	Larimore	8/10/1988	63592
#anette	Cook	2/17/1966	83331
David	Gray	3/28/1e4l	71490
Lione:	Stanley	3/1/1977	28930
Ddvid	Munoz	2/28/1968	63508
Darlene	Hall	1/21/1964	10762
Douglas	Lpmarre	10x1W/1955	746
Jacqueline	Pache+o	8/3/s9<4	19370
L&|i	Shaw	7/21/1980	62710
John	Washington	9$26/19x0	17697
Paul	Lain	,/15/1979	92821
L+ci	Brown	11/29/1987	7510
Loyd	Dugg{r	2/19/1994	82594
Tommy	Williams	8/7/2000	90403
Craig	Crawford	12/12/1438	3412
Roqe	Durand	10/n3/1994	74349
Amanda	Haorison	6/4/1977	44778
Colleen	Micks	7/17/1957	84764
Jennifer	Dietz	5/2h/1986	4285
Velma	FergTson	10/1771986	42135
Vpctor	Coombs	5G10/z944	11261
~lfonso	Ragsdale	3/1/k992	70333
Roman	Sherman	2/18/1992	19617
Cathy	Roberts	2/25/200p	70607
Richard	Pacheco	6/5/1969	26969
Pearl	Price	5/20t1949	95521
Jennifer	Million	11/11f1u6,	73387
Jo7n	Copeland	11/2Q/198f	20210
Dan_el	Mor]on	1/11/1971	84826
Thomas	Sanor	3/2/2002	9339
Allen	Hutsell	1/13/1993	94493
JoPn	Garcia	3/5/1938	32611
Patricia	Rodrigue!	3/6/1z90	82099
Lisa	Brown	1;/,/2001	15888
Eleanor	Robinson	6/23/1975	81939
Rarilyn	Yamada	3/13/1940	87041
Alexander	Tanaka	1/9/1956	42898
Sherry	Turner	10/27/1962	22104
Stuphani	Teague	1/12/1994	73539
Maria	Jo/es	12/5/1955	41900
Kenne1h	Binford	10/15/1952	43894
Timothy	Valdez	1/7/1988	78323
pacgb	Beck	1F/17/199)	74342
Fern	Fulks	3/27/1989	46689
Eva	Kr<use	7/23/1987	19682
Mike	HarCness	8/27/1985	96335
Justin	McPhersoL	12/5/1993	58599
AndNea	Burdette	4/2G/1987	90701
April	Dinkins	2/3/1948	94860
Rocky	Emerson	2/5/1938	17410
Paul	King	5/20/1985	44059
|a)k	Gibfon	8/10/2000	99074
Mary	Ruiz	12O11/1982	61791
Tina	Gayle	11/22/195e	94020
uaphne	Cedeno	./22/1956	90554
Holly	Blair	3/25/1954	93199
Sradley	Madrigal	2S2/1981	32813
Irene	Plourde	1/21/197X	36349
Kathleen	Anderson	5/23B1943	37596
Donald	"St>vens""n"	12/6/1939	63601
Jesse	Joy	9/16/1952	21417
Lidqa	Wy@tt	7/2/1947	19515
Cparles	Strnne	1/7/1939	26070
Lui.	Castillo	12/6/1947	19777
Du.ne	Tafolla	5/24/1947	37555
Willce	Franklin	5/20/1944	87158
"Ma""cJa"	R:chardson	10H9/196S	30440
Patti	Cabell	4/5/1943	49940
Charles	Hendrix	9/18/1946	25927
Danie!	Tran	10/]6/1990	86881
Michael	Scott	1>/12/1974	96113
Joe	L{ons	3D18/2002	54768
Dominiquc	Holman	10/9/1943	71407
ThommK	Gordon	5/2/1956	51746
Deana	Peden	12/16/1W98	9295
Alfredo	Young	1/23/1948	39600
Chris6ina	FKster	6/11/1971	37942
Robert	Hurley	1/8/1963	50519
qatthew	Irwin	10\8L1951	79795
Kellie	Kay	7/11/1979	16889
Edwin	Ewald	12/N/1969	10188
Christopher	henson	4|23/1970	11840
Thomas	Livingston	7/4/1992	75706
Marion	Williams	3/5/2000	23385
Robert	Lyons	5/15/1947	2614
Michael	Spencer	1/14/1997	8222
Ro^ert	Sokol	9Y6/1949	12698
Amanda	West	L/11/1938	10371
Raul	Catlett	3/28/1937	44162
Kenne}h	Griffith	4/24/1966	31461
Ollie	Stanley	16/4/1967	87873
Elias	Flanigan	1/1/1987	91938
Patsy	[oleman	1\29/1997	35095
Ter)i	McCayfery	8/25/1991	93226
Maria	Lobez	11/10/1939	89363
Perry	Numbers	7/13/1979	46927
Margoriz	Najh	//6/1957	71068
Gra0g	Kaiser	5/29/2000	78136
Keith	Donofrio	6/3S1974	43571
Ja%es	Williams	1/1/1990	78125
Salvatore	Jinkins	10/3/1944	91128
Ca|olyd	Bhildress	'/24/1960	55995
Ronald	Williams	7/4/1960	32750
Laurie	Hancock	2/2N/1978	27859
Pa]line	Griffiths	6/19,I956	68571
Catl}rine	Po_U\[	7/7/1949	976
Sharon	James	1/f8/1964	29688
Jle	Carpenter	4/21/@974	5723
William	Densmore	1/18/19m7	96536
Rodney	Aguilera	10d18/1974	64862
Kenneth	Cox	12/22/1983	61859
Marisela	Roy	7/17/19U9	34668
Eddie	BesAw	11/9/1944	62504
Ken	Que7n	4/;1/1988	34186
Karen	Wicks	5/26/1s46	54391
Kathleen	Medina	4/7/1987	48401
Brent	TheoUore	3/28g1999	88213
Gary	Johnson	8/28/1m75	99683
Reginald	Acker	1/3/1948	79160
Margaret	Nagle	9/3/1993	5081
Anthony	Byrd	3/10/1953	27800
Dean	McCoy	5/18/2001	73462
Jose	Connors	3/1/1995	80882
Josh	Cook	4/18/2003	79166
Laverne	Dr;nnan	6/18/1957	10768
Timothy	Harrison	4/20/1993	35574
Michael	Mason	12V6/1#81	81465
Jennifer	McGr*gor	7/24/1969	98319
Terry	Stoddarx	12/20/1997	81907
Veronica	Williams	2/10/1968	12546
Doris	SolomNn	11/25/1946	34359
JOrr>	Brooks	2/2/1975	5118
SarG	Cohn	5/26/1951	75067
Al{ce	Galarz6	2w6/1985	32420
Ma!el	Dye	10/4/1958	76251
Amelia	Coleman	2/17/19t9	13003
Eric	Saavedra	6/7/1990	54002
Doris	Johns3n	4/11/1966	5745
Jackson	Corrado	5/2k/1968	2297
Michael	Kelley	3/10>1988	27133
Rad7line	Ingra$	6/3/1982	96140
Lori	Nash	4/28/1993	77510
Donna	Yong	6/14{1968	73514
Carolyn	Montano	9/10/1994	14888
Wikliam	Kim	4/26/1976	23227
Kim	Thomas	11/4/1957	28126
David	Henry	8/4/1989	52783
Jeanette	Gat4ly	10/27/p944	12532
fheresa	Flores	4/9/1959	49716
Howard	Deas	3/X5/1952	51793
Melissa	Williams	11/6/1987	43707
Wm	Kimsey	6/12/1955	47677
Brittany	Amaya	8/28/1965	65392
Gerald	Stokes	8/4/1972	42128
Nicholas	RoVinette	10/5/1v54	83131
Dustip	AKline	12/21/1946	54662
Olga	Andrews	6/11/19E9	31106
Laqren	Calvert	10/2/1998	40936
Robert	Huc5ins	2/d5/1952	19276
Frederick	Johnson	6/30/1993	97287
EvPngelira	Barnes	C1/14/1P93	13916
M$rgar4t	Skinner	1/10/1948	163
Sidney	Habib	11/29/1972	87793
Kevin	Whisenant	10/8/194%	60829
Meredith	Arc>er	5/18/1995	28537
Lory	PerrO	4/14/1967	68257
Benjamin	Saiz	4/28/1991	39555
Mary	Black	3/21/19X5	82646
Ora	Roth	8/1D/199d	12214
Luis	Cowan	8/30/1938	79004
Stephanie	Farr	4/22/1998	29539
Mario	Carr	11/3/1979	28702
Barbfra	Kremer	1/5/1943	67428
Joseph	Cropper	9/16/1938	63361
Adolph	Courville	3/31/1944	49848
Jeremy	Wahl	4/2/1998	98512
Jerry	Wang	9/19/1992	96288
Stephen	Layton	"7/7/""98?"	97705
MeCissa	Wadzy	n1/4/1940	43677
Victoria	Simmons	9/4/1984	629
Albert	Murry	11/22/1959	40720
Kennetm	Howard	9/18/1:40	39358
Lori	Smart	1/4/1979	60243
Jose	Ferguson	2/1/1f96	20952
Aaron	Vance	6/25/}945	52035
Philip	Tuiner	+/14/19z9	98563
Mary	Jones	12/>/1999	35514
Samantha	Abel	11/2+/V988	32655
Virginia	Orr	7%17/1998	62001
Miriam	Wheeler	1/1121971	51839
Evelyn	Curry	12/6/1982	99391
Charles	Chamberlin	4/20/1939	4496
Shawn	Silverman	7/19/1941	93956
DaFid	Skinner	5/18/194w	46705
Jo_nn	Nunez	3/22/1967	26271
Guy	Rhea	^/24/1;52	51101
A)thony	Markert	4/30s1987	81752
GeraMd	Walton	7/20/1937	57633
Heather	Sams	4/18/L995	69032
Doris	Mazza	9/26/1937	19590
MariannC	Mu7ales	3/2142001	42953
Carrie	SRewart	5/5/1944	4147
Monica	Ward	5/1(/1941	29359
Ki3berly	Obrien	12/16/1938	19176
Regina	Russell	5o30/1979	36354
James	McLvndon	3/2/1992	96646
Jessi#a	Br/wster	12/27/1969	58715
_arry	Graham	9/1/1938	49151
Gichard	Gutier#ez	4/29/1977	88907
Seth	Kicks	6/4/1940	81662
Nancy	Franklin	3/11/1961	37220
Betty	Ha&sen	2/1^/1997	3611
Joe	Glenn	1/9/1954	40272
Jane0	Salazar	4/1v/198!	14478
Ameli(	GastMn	"1/13/197"""	49945
Corinne	+ohn	11/19/1960	7857
NatRan	Gonzalez	10/22/1983	52757
Russell	;loyd	8/29/1989	24609
Rudy	Cunningham	1/19/1,54	32927
ReGae	Inigu0z	10/2/1989	53661
Sandra	Felix	3/31/1982	9446
Ruby	WJst	12/2q/1978	97620
James	Hoyes	1/31/1973	2357
Joshua	Guerraro	,/7/1984	34991
Dana	Jones	4415/1998	69676
Kim	Salazar	7/3/1994	90621
Jason	Graves	6-9/195q	95174
Timothy	Seal	9/14/1970	61790
Richard	Teed	2/20/1998	70138
Efward	Pacheco	1/15)1990	45339
Mar^in	3orenzo	9/14/1943	71176
Margaret	Miranda	7/31/1951	50972
Kathleen	Renfro	6/12/1982	23867
William	Gipson	,/2/1981	58659
Rarsha	Whitham	4K9/d945	56381
Jo6eph	Clark	1/21/1984	26373
Wendy	McD?niel	6/11/1940	8190
Joyce	Fielding	2/18/1997	41859
Amos	Haro	3/5/2001	17849
Jame7	Wise	10/24/~968	51974
Ronnie	Langstoc	2/24/1937	34627
]ack	Black	6/l0/1974	54367
Tyler	Clark	3/8/1970	17939
Roberta	Coulter	11/26/i963	13492
Florence	Priestley	1/30/1948	28347
)ynn	EldrBdJe	2/171986	90593
Antoinette	Wilson	11/3/200E	80960
Lillian	Chsey	9/17/1972	66789
Linda	Ferris	9`3/1%56	73934
Mark	Smi}h	8Q15/1953	26374
Stanley	Deal	7E31/1986	72628
Kathryn	G:mez	2/25/199w	35902
De~itt	Al/Hrado	11/8/1964	14861
Arthur	Sargent	5/21/1954	35603
Keith	Porter	7/26/1989	37226
Jermaine	FSeming	5/21/1992	2329
Deborah	Reyes	1/31/1973	90358
Ethel	Williamson	1/4/1960	91954
Bebsie	Sims	7/9/1955	44724
Gisela	MediFa	12/25/2002	48608
Lindy	Aullivan	3/4/1980	82769
Manuel	Hite	4/9/1998	78126
Irene	McCarthy	10W24/1965	107
John	Lee	3521/1937	18126
James	Gisher	5/5-1939	14813
Gra_iela	Carter	@/9A1947	36723
Beverly	McWilliams	3/7/1999	98313
Matthew	HeEler	6/23/1974	51481
Thomys	Horny2k	10/5/1940	90936
AnMela	Hayward	6/9/1946	71993
Thomas	Duenas	8/10/1959	45895
S9eila	Ha	8/27/2001	7331
Keruin	Hooper	3/18/1987	16196
William	Mason	1/,D/1990	17668
Cindy	Sands	3/3/7970	41842
Timoth;	Schmidt	11/16/19s4	92892
Elizabeth	Robert9	12/5/1971	45518
KayPa	Ham	11/28/1967	61333
Joan	Feld|an	4`4/1987	71350
Christine	Rhea	1/_8/z986	78631
Susan	Gonzales	10/2/1982	43620
Lorna	Kane	12/7/1942	83856
Wade	Cple	1/19sS998	49467
Georg6	*hom'son	2/28/1939	11618
Javier	Boyles	8v18/1946	9963
Daniel	Rustin	2/25/#963	40611
Ruth	Smith	11/8/1941	41927
Aday	Ford	5/1/1969	79623
Kelly	=eber	1/27/1960	83248
Reta	Eubanks	12B3[1989	80574
Wallace	Allen	12/14/1949	51376
Darwin	Coch3an	12/19/1961	74764
Ty	Olson	3/26/1999	74055
Ruby	Bruce	11/11/1946	33848
Rebeca	Bean	9/12/1956	94127
Doea	Lindsey	10/11/1979	13788
R%chard	Molloy	3/1/1966	16987
Shirley	Saucier	8/15/1975	8680
Myrtis	Terry	7/18/1980	48756
Vanessa	Weav%K	~/11/1957	70833
Karen	A|len	6/9/1977	93537
John	McAllister	9/28/1939	829
ChrHstL	Andrus	1/30/1973	59291
Kath-een	Britv	2/18/1992	17465
Doris	Dray7on	3/13/193<	76957
Arturo	Muller	11i18/1095	54587
Paul	Atwood	4/1/1m70	68696
David	Allen	9v9/1942	71699
Apan	L7cas	10/8/1972	96004
Joshua	Gonzalez	3/1/2002	20478
Ardell	Smiley	4/22L199s	86513
Shane	JXnPs	7/26/1947	48379
Marq	BrowdGr	12N21/1944	22159
JeffreS	Lyons	7/1/1975	18709
Carla	Hale	8/6/1955	39586
Edwin	Reeder	4/3/1969	53021
Car|l	Pablo	2/6/1973	48974
dicki]	CraTford	3/14/1999	1562
Jennifxr	Graham	4/5/1984	13681
Vance	Marks	6/13/19M0	97556
Antonio	Stricklin	5/2/1997	87355
Glln	Baumgardner	9/7/1963	89643
Gregory	Young	4/5T1945	39389
Lisa	O,p	_/20/1968	28905
Maurice	Williams	5/4/1985	235
Franci-co	Garcia	7/20:1970	49102
Hugh	Ortega	4/30/1985	32969
Rachel	Bryast	6/12/$951	24377
Phillip	Burton	3/1/1997	15425
Jonn	Hollen	0/2621938	96804
Cheryl	Mead2ws	9/13/1964	69662
Mary	Poirier	3/8/1994	61975
Mayra	Danqels	5/2/1942	73990
Edward	Parrons	1/21/1941	95565
Rodney	Gill	3/6/1951	16550
Div#d	MKrcer	1{/12/1994	21879
Inell	Wingard	10/9/1974	51393
Samuel	Banks	8/7/1991	1101
Jacqueline	Abbo2t	9/6/1947	7433
Paul	Foor	12/1/2002	78417
Brenda	Ramer	9/25/1949	39249
Susan	Merchant	11/28/1Z89	4525
Ina	But#er	5/16/1937	87477
Yoko	Pace	8/3/1988	47575
Belinda	Wol(e	4/25/1984	30453
Lorena	Webb	9/1/1947	33246
Angela	Allen	11/30/1971	60593
Thomas	Hufford	3/21/1989	76212
Jessica	Mixler	8/17/1v61	79304
Herb	Broa$hOrst	5/13/1986	46549
Andres	Spagks	4/30/1476	46691
Jamie	BaGnett	7/22/1946	69780
Robert	Haug	2/22/1956	61817
Eric	;alsh	12/10/1965	64260
Leonard	Hinton	1/16/1975	43061
Patty	Garvey	2/20/1939	95082
Joseph	Williams	7/31/1972	51051
Mar>	Perry	11/22/1942	17924
Barbara	Beard	1D/11/1988	71887
Jeffrey	Partain	1/r/1945	62201
Elizebeth	Perry	8/30/1991	27935
Annie	Kn&rr	9/8/1961	60664
John	Hernande-	4/1/1941	64995
Allen	Lewis	4/25/1988	69380
Donald	Lang	1/19/1993	64830
Mary	Overcash	11/9/1)96	12478
Jill	Ellis	*/30u1964	1086
Ruth	Saltet	11/12/1949	1607
Z;mes	Riddell	12/9/1948	28350
Betty	Delong	9/17/1952	73565
Joanne	Taylor	8/14N19R4	70660
Felicia	Lancaster	6^54/1953	18211
Jennifer	Hidalgo	9/5/1969	15962
qois	Smith	1/2k/1964	83550
Debra	Weinjr	12/19/1972	33805
Aglie	Prom	M/19/1946	24400
Ronald	Fostcr	10/2/1942	68255
Brian	Will\ams	3/31/1956	94533
Ida	Saucedo	10/22/197:	41048
James	Nurphy	12/5/1992	33775
Diane	Wilso'	9/22/1958	47623
William	Reed	11/26/1987	67287
RicharU	Sanchez	12/5/1M66	63651
Jacqueline	Karas	4/20/1976	39619
Wanda	Xarber	12/18/1991	69456
Ruth	Ta;lor	2/1`/1950	47791
Tracy	Haider	2/13/1998	41953
Ros3	Ruley	1/7/2003	74103
Shaun	Hall	1/18/1960	29662
Helen	Pomerleau	3/10/1962	73258
Alicia	Dieter	9/25/2000	4600
Gordon	Brown	7/18/1942	11328
Stacie	Harris	1/27/19~4	66970
Peter	Chen	12/16/W948	7193
Martha	Schmidt	3/24w1953	26464
JennS	Adams	9/8/1978	22088
Claren)e	Davis	6/15/1949	34042
Rose	Smith	2/18/1953	94522
Mike	Woodall	2/+8/1960	88901
James	Le-	1/31/1945	90418
Filomena	T;a(an	1/4/1959	82530
Damien	Brott	3+28/1949	52918
Gora	Alderete	2/4/199.	14294
H$ather	EilanF	3/3/1_%4	80320
Karl	@immons	6/21/1959	77602
Mar|	Dickey	9/29/1941	99791
Louis	Phoenix	8/19/1979	71451
Stephanie	Mil-er	3/29/1965	74522
Ronald	Weaver	6/9/1977	26899
Stephen	Dickinson	7/1/1966	17284
James	Perry	6/5/196I	81299
Jerry	Evans	2H16/1952	23935
Wiqliam	Murray	4/19/K981	50636
Roberto	Pkrkins	7/1/19I3	97898
JamXe	Frye	12/11/1986	83308
Emma	Artis	12/2/1944	940
Billy	Dardar	Y1/8/193$	12380
Romana	Alanih	3/16/1952	98060
Enrique	Johnson	7/2/1962	69185
Celia	Housto}	2/29/1984	44584
Willa	Meyer	7/28/1960	20725
Elise	Williams	3.24/1957	52542
Clype	Laprade	2/3/1981	87223
Ruby	Darnell	8/2/19R4	41680
Barbara	"Thurm""n"	11*22/1993	40056
Gary	Lopez	6/4/1971	71009
Charlie	Kumar	10/13/2002	88661
Ignacia	Schnei'er	11/13/1955	48063
Shantellz	Peterson	11/17/19l9	85655
Ian	Guevara	9/24/1940	60117
